FILE TEXPTIME ASTRERR MAGZP MAGZPERR SEEING SEEINERR NCOMBINE MEDIAN MEAN SIGMA MIN MAX
ATLAS_44p0_m29p6_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.66 0.10 0.97 0.01 2 0.00 0.13 0.07 -410.16 2329.89
ATLAS_44p0_m29p6_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.25 0.10 0.85 0.01 2 0.00 0.10 0.12 -346.34 2468.31
ATLAS_44p0_m29p6_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 23.00 0.10 0.80 0.01 2 0.00 0.04 0.12 -327.88 2686.71
ATLAS_44p0_m33p5_u_SDSS.V0.5.5A.swarp.cut.fits 360.00 0.30 23.05 0.10 1.03 0.02 6 0.00 0.01 0.02 -188.77 1728.02
ATLAS_44p0_m33p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.82 0.10 0.96 0.02 2 0.00 0.07 0.04 -247.06 1930.03
ATLAS_44p0_m33p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.62 0.10 1.25 0.02 2 0.00 0.08 0.07 -340.85 2421.00
ATLAS_44p0_m33p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.23 0.10 0.82 0.02 2 0.00 0.05 0.10 -389.65 2352.95
ATLAS_44p0_m33p5_z_SDSS.V0.5.5A.swarp.cut.fits 270.00 0.30 22.91 0.10 0.66 0.01 6 0.00 0.02 0.05 -371.75 2371.64
ATLAS_44p3_m32p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.04 0.10 0.69 0.01 2 0.00 0.00 0.02 -66.02 1729.39
ATLAS_44p3_m32p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.83 0.10 1.08 0.01 2 0.00 0.04 0.06 -288.07 1909.83
ATLAS_44p3_m32p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.69 0.10 0.95 0.03 2 0.00 0.04 0.08 -358.96 2111.09
ATLAS_44p3_m32p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.29 0.10 1.40 0.02 2 0.00 0.06 0.12 -273.87 2409.33
ATLAS_44p3_m32p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.59 0.10 1.07 0.01 2 0.00 0.02 0.10 -289.38 2445.19
ATLAS_44p6_m31p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.05 0.10 0.93 0.02 2 0.00 0.00 0.02 -105.05 1538.16
ATLAS_44p6_m31p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.82 0.10 0.59 0.01 2 0.00 0.03 0.04 -300.39 2081.58
ATLAS_44p6_m31p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.67 0.10 0.75 0.01 2 0.00 0.04 0.07 -341.06 2248.54
ATLAS_44p6_m31p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.23 0.10 0.96 0.01 2 0.00 0.04 0.08 -354.12 2308.19
ATLAS_44p6_m31p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.96 0.10 0.65 0.01 2 0.00 0.01 0.07 -232.62 2190.26
ATLAS_44p9_m30p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.04 0.10 1.10 0.01 2 0.00 0.00 0.04 -82.20 1825.95
ATLAS_44p9_m30p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.81 0.10 1.27 0.02 2 0.00 0.05 0.06 -311.29 2067.41
ATLAS_44p9_m30p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.68 0.10 0.97 0.01 2 0.00 0.07 0.10 -355.26 2279.46
ATLAS_44p9_m30p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.26 0.10 1.23 0.02 2 0.00 0.06 0.09 -327.98 2357.72
ATLAS_44p9_m30p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.96 0.10 0.98 0.02 2 0.00 0.02 0.07 -276.32 2716.16
ATLAS_45p2_m29p6_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.00 0.10 0.98 0.01 2 0.00 0.00 0.03 -59.14 1400.81
ATLAS_45p2_m29p6_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.80 0.10 1.52 0.02 2 0.00 0.03 0.06 -117.88 1867.92
ATLAS_45p2_m29p6_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.66 0.10 0.96 0.01 2 0.00 0.04 0.09 -281.17 2094.72
ATLAS_45p2_m29p6_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.25 0.10 0.87 0.01 2 0.00 0.04 0.08 -339.42 2196.09
ATLAS_45p2_m29p6_z_SDSS.V0.5.5A.swarp.cut.fits 135.00 0.30 23.00 0.10 1.00 0.02 3 0.00 0.02 0.07 -50.36 2024.70
ATLAS_45p2_m33p5_u_SDSS.V0.5.5A.swarp.cut.fits 360.00 0.30 23.05 0.10 1.07 0.02 6 0.00 0.00 0.02 -256.44 1892.65
ATLAS_45p2_m33p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.82 0.10 1.03 0.01 2 0.00 0.06 0.06 -373.06 2095.38
ATLAS_45p2_m33p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.62 0.10 1.10 0.01 2 0.00 0.07 0.06 -337.25 2124.46
ATLAS_45p2_m33p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.23 0.10 0.80 0.02 2 0.00 0.06 0.08 -354.23 2309.98
ATLAS_45p2_m33p5_z_SDSS.V0.5.5A.swarp.cut.fits 270.00 0.30 22.91 0.10 0.70 0.01 6 0.00 0.02 0.05 -351.97 2253.76
ATLAS_45p7_m31p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.05 0.10 0.91 0.01 2 0.00 0.00 0.03 -99.36 1786.70
ATLAS_45p7_m31p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.82 0.10 0.59 0.01 2 0.00 0.03 0.04 -342.42 2274.03
ATLAS_45p7_m31p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.67 0.10 0.72 0.01 2 0.00 0.05 0.07 -357.92 2467.57
ATLAS_45p7_m31p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.23 0.10 1.06 0.02 2 0.00 0.04 0.12 -383.89 2169.10
ATLAS_45p7_m31p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.96 0.10 0.64 0.01 2 0.00 0.02 0.11 -221.43 2384.03
ATLAS_46p0_m30p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.04 0.10 1.27 0.01 2 0.00 0.00 0.03 -73.30 1555.08
ATLAS_46p0_m30p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.81 0.10 1.32 0.02 2 0.00 0.05 0.04 -299.98 1975.36
ATLAS_46p0_m30p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.68 0.10 0.86 0.01 2 0.00 0.07 0.10 -372.35 2305.49
ATLAS_46p0_m30p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.26 0.10 1.27 0.02 2 0.00 0.07 0.08 -398.09 2533.05
ATLAS_46p0_m30p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.96 0.10 1.07 0.01 2 0.00 0.03 0.07 -336.33 2297.42
ATLAS_46p2_m34p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.09 0.10 0.97 0.01 2 0.00 0.00 0.03 -91.53 1404.16
ATLAS_46p2_m34p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.84 0.10 0.66 0.01 2 0.00 0.04 0.04 -256.88 2204.26
ATLAS_46p2_m34p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.68 0.10 0.84 0.02 2 0.00 0.05 0.07 -301.85 2168.85
ATLAS_46p2_m34p5_i_SDSS.V0.5.5A.swarp.cut.fits 135.00 0.30 24.25 0.10 0.69 0.01 3 0.00 0.04 0.06 -212.65 2603.78
ATLAS_46p2_m34p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 23.03 0.10 0.98 0.02 2 0.00 0.02 0.09 -140.29 2377.17
ATLAS_46p3_m29p6_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.00 0.10 0.97 0.01 2 0.00 0.00 0.04 -63.82 1679.53
ATLAS_46p3_m29p6_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.80 0.10 1.54 0.01 2 0.00 0.05 0.04 -280.18 2137.05
ATLAS_46p3_m29p6_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.66 0.10 0.95 0.01 2 0.00 0.09 0.06 -345.54 2237.61
ATLAS_46p3_m29p6_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.25 0.10 0.85 0.01 2 0.00 0.09 0.07 -355.22 2485.84
ATLAS_46p3_m29p6_z_SDSS.V0.5.5A.swarp.cut.fits 180.00 0.30 23.00 0.10 1.09 0.01 4 0.00 0.04 0.07 -299.73 2318.77
ATLAS_46p4_m33p5_u_SDSS.V0.5.5A.swarp.cut.fits 360.00 0.30 23.05 0.10 0.99 0.01 6 0.00 0.00 0.02 -13.03 1402.40
ATLAS_46p4_m33p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.82 0.10 1.02 0.02 2 0.00 0.04 0.05 -379.38 1988.99
ATLAS_46p4_m33p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.62 0.10 1.28 0.02 2 0.00 0.07 0.06 -335.23 2131.58
ATLAS_46p4_m33p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.23 0.10 0.83 0.02 2 0.00 0.06 0.08 -356.41 2282.81
ATLAS_46p4_m33p5_z_SDSS.V0.5.5A.swarp.cut.fits 270.00 0.30 22.91 0.10 0.76 0.01 6 0.00 0.02 0.05 -349.64 2400.53
ATLAS_46p6_m32p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.04 0.10 0.87 0.02 2 0.00 0.00 0.03 -70.07 1446.32
ATLAS_46p6_m32p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.83 0.10 1.01 0.01 2 0.00 0.05 0.06 -353.89 2034.91
ATLAS_46p6_m32p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.69 0.10 0.84 0.01 2 0.00 0.08 0.08 -365.24 2377.95
ATLAS_46p6_m32p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.29 0.10 1.34 0.01 2 0.00 0.08 0.12 -358.54 2293.99
ATLAS_46p6_m32p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.59 0.10 1.13 0.02 2 0.00 0.03 0.08 -298.76 2524.80
ATLAS_46p9_m31p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.05 0.10 0.80 0.01 2 0.00 0.00 0.04 -200.18 1854.84
ATLAS_46p9_m31p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.82 0.10 0.57 0.01 2 0.00 0.05 0.06 -368.42 2017.26
ATLAS_46p9_m31p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.68 0.10 0.70 0.01 2 0.00 0.06 0.07 -331.87 2288.58
ATLAS_46p9_m31p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.23 0.10 1.03 0.02 2 0.00 0.05 0.12 -324.64 2218.02
ATLAS_46p9_m31p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.96 0.10 0.65 0.01 2 0.00 0.02 0.07 -315.81 2442.20
ATLAS_47p1_m30p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.04 0.10 1.31 0.01 2 0.00 0.00 0.04 -80.74 1197.04
ATLAS_47p1_m30p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.81 0.10 1.18 0.02 2 0.00 0.05 0.06 -317.22 1981.44
ATLAS_47p1_m30p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.68 0.10 0.81 0.01 2 0.00 0.06 0.06 -397.17 2439.96
ATLAS_47p1_m30p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.26 0.10 1.13 0.02 2 0.00 0.06 0.11 -336.02 2237.05
ATLAS_47p1_m30p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.96 0.10 1.06 0.02 2 0.00 0.02 0.11 -381.55 2331.67
ATLAS_47p4_m29p6_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.00 0.10 1.04 0.01 2 0.00 0.00 0.03 -234.22 1747.95
ATLAS_47p4_m29p6_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.80 0.10 1.35 0.02 2 0.00 0.06 0.04 -278.33 2120.85
ATLAS_47p4_m29p6_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.66 0.10 0.90 0.01 2 0.00 0.09 0.06 -315.24 2188.05
ATLAS_47p4_m29p6_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.25 0.10 0.82 0.01 2 0.00 0.08 0.07 -362.63 2548.28
ATLAS_47p4_m29p6_z_SDSS.V0.5.5A.swarp.cut.fits 180.00 0.30 23.00 0.10 0.95 0.01 4 0.00 0.03 0.08 -323.48 2508.98
ATLAS_47p4_m34p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.09 0.10 1.08 0.01 2 0.00 0.00 0.03 -83.40 1679.71
ATLAS_47p4_m34p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.84 0.10 0.64 0.01 2 0.00 0.06 0.06 -330.21 2027.28
ATLAS_47p4_m34p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.68 0.10 0.97 0.02 2 0.00 0.09 0.08 -423.48 2580.58
ATLAS_47p4_m34p5_i_SDSS.V0.5.5A.swarp.cut.fits 135.00 0.30 24.25 0.10 0.72 0.01 3 0.00 0.07 0.09 -373.65 2541.85
ATLAS_47p4_m34p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 23.03 0.10 0.98 0.01 2 0.00 0.03 0.09 -290.89 2377.00
ATLAS_47p6_m33p5_u_SDSS.V0.5.5A.swarp.cut.fits 360.00 0.30 23.05 0.10 0.96 0.02 6 0.00 0.00 0.02 -10.05 1527.51
ATLAS_47p6_m33p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.82 0.10 0.95 0.01 2 0.00 0.04 0.04 -321.55 2345.59
ATLAS_47p6_m33p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.62 0.10 1.43 0.02 2 0.00 0.07 0.09 -303.21 2225.09
ATLAS_47p6_m33p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.23 0.10 0.80 0.01 2 0.00 0.06 0.08 -405.61 2543.13
ATLAS_47p6_m33p5_z_SDSS.V0.5.5A.swarp.cut.fits 270.00 0.30 22.91 0.10 0.74 0.01 6 0.00 0.03 0.05 -335.65 2518.30
ATLAS_47p8_m32p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.04 0.10 0.82 0.01 2 0.00 0.00 0.02 -54.09 1849.67
ATLAS_47p8_m32p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.83 0.10 1.03 0.01 2 0.00 0.06 0.05 -328.05 1957.69
ATLAS_47p8_m32p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.69 0.10 0.74 0.01 2 0.00 0.10 0.08 -367.01 2552.14
ATLAS_47p8_m32p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.29 0.10 1.37 0.01 2 0.00 0.11 0.12 -315.39 2934.84
ATLAS_47p8_m32p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.59 0.10 0.99 0.01 2 0.00 0.04 0.08 -373.04 2401.90
ATLAS_48p0_m31p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.05 0.10 0.76 0.02 2 0.00 0.00 0.04 -109.63 1925.48
ATLAS_48p0_m31p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.82 0.10 0.66 0.01 2 0.00 0.05 0.04 -376.56 1969.55
ATLAS_48p0_m31p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.68 0.10 0.93 0.02 2 0.00 0.09 0.07 -407.82 2177.35
ATLAS_48p0_m31p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.23 0.10 1.05 0.03 2 0.00 0.08 0.10 -351.01 2447.19
ATLAS_48p0_m31p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.96 0.10 0.74 0.02 2 0.00 0.03 0.07 -328.60 2371.27
ATLAS_48p3_m30p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.04 0.10 1.37 0.01 2 0.00 0.00 0.03 -54.07 1577.52
ATLAS_48p3_m30p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.81 0.10 1.15 0.01 2 0.00 0.06 0.04 -302.79 2081.61
ATLAS_48p3_m30p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.69 0.10 0.82 0.01 2 0.00 0.07 0.07 -380.01 2351.67
ATLAS_48p3_m30p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.26 0.10 1.03 0.02 2 0.00 0.07 0.09 -388.59 2394.23
ATLAS_48p3_m30p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.96 0.10 0.96 0.01 2 0.00 0.03 0.09 -385.66 2286.93
ATLAS_48p5_m29p6_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.00 0.10 1.05 0.01 2 0.00 0.00 0.03 -188.61 1887.67
ATLAS_48p5_m29p6_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.80 0.10 1.43 0.03 2 0.00 0.07 0.06 -278.65 1860.82
ATLAS_48p5_m29p6_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.66 0.10 0.83 0.01 2 0.00 0.09 0.09 -354.64 2380.60
ATLAS_48p5_m29p6_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.25 0.10 0.88 0.01 2 0.00 0.08 0.08 -351.89 2367.23
ATLAS_48p5_m29p6_z_SDSS.V0.5.5A.swarp.cut.fits 180.00 0.30 23.00 0.10 1.06 0.01 4 0.00 0.04 0.07 -309.94 2364.21
ATLAS_48p6_m34p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.09 0.10 0.94 0.01 2 0.00 0.00 0.03 -44.33 1587.48
ATLAS_48p6_m34p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.84 0.10 0.63 0.01 2 0.00 0.04 0.05 -329.84 2012.64
ATLAS_48p6_m34p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.68 0.10 0.94 0.02 2 0.00 0.08 0.06 -343.98 2126.04
ATLAS_48p6_m34p5_i_SDSS.V0.5.5A.swarp.cut.fits 180.00 0.30 24.25 0.10 0.77 0.01 4 0.00 0.07 0.05 -385.36 2482.25
ATLAS_48p6_m34p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 23.03 0.10 1.09 0.01 2 0.00 0.03 0.09 -313.14 2206.73
ATLAS_48p7_m33p5_u_SDSS.V0.5.5A.swarp.cut.fits 360.00 0.30 23.05 0.10 1.02 0.02 6 0.00 0.00 0.02 -11.44 1760.90
ATLAS_48p7_m33p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.82 0.10 0.91 0.01 2 0.00 0.05 0.05 -332.14 2186.08
ATLAS_48p7_m33p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.62 0.10 1.30 0.05 2 0.00 0.07 0.06 -276.90 2203.19
ATLAS_48p7_m33p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.23 0.10 0.84 0.02 2 0.00 0.06 0.10 -363.13 2451.13
ATLAS_48p7_m33p5_z_SDSS.V0.5.5A.swarp.cut.fits 270.00 0.30 22.99 0.10 0.77 0.01 6 0.00 0.03 0.05 -289.34 2359.68
ATLAS_48p9_m32p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.04 0.10 0.75 0.01 2 0.00 0.00 0.04 -52.26 1790.19
ATLAS_48p9_m32p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.83 0.10 1.11 0.01 2 0.00 0.06 0.07 -360.61 2022.64
ATLAS_48p9_m32p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.69 0.10 0.80 0.01 2 0.00 0.08 0.08 -329.91 2246.13
ATLAS_48p9_m32p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.29 0.10 1.25 0.02 2 0.00 0.07 0.10 -361.87 2214.62
ATLAS_48p9_m32p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.59 0.10 1.02 0.01 2 0.00 0.03 0.10 -347.42 2449.90
ATLAS_49p7_m34p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.09 0.10 1.06 0.01 2 0.00 0.01 0.03 -238.09 1821.78
ATLAS_49p7_m34p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.84 0.10 0.59 0.01 2 0.00 0.08 0.06 -313.14 2022.97
ATLAS_49p7_m34p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.68 0.10 0.86 0.02 2 0.00 0.11 0.10 -337.51 2192.72
ATLAS_49p7_m34p5_i_SDSS.V0.5.5A.swarp.cut.fits 180.00 0.30 24.25 0.10 0.85 0.01 4 0.00 0.09 0.05 -371.06 2553.83
ATLAS_49p7_m34p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 23.03 0.10 1.19 0.02 2 0.00 0.03 0.09 -332.77 2416.88
ATLAS_49p9_m33p5_u_SDSS.V0.5.5A.swarp.cut.fits 360.00 0.30 23.05 0.10 1.05 0.02 6 0.00 0.00 0.02 -8.82 1662.52
ATLAS_49p9_m33p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.82 0.10 1.13 0.17 2 0.00 0.06 0.05 -346.68 1942.95
ATLAS_49p9_m33p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.62 0.10 1.25 0.02 2 0.00 0.08 0.07 -397.17 2204.74
ATLAS_49p9_m33p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.23 0.10 0.84 0.02 2 0.00 0.07 0.13 -374.46 2370.79
ATLAS_49p9_m33p5_z_SDSS.V0.5.5A.swarp.cut.fits 270.00 0.30 22.99 0.10 0.76 0.01 6 0.00 0.03 0.05 -338.23 2264.03
ATLAS_50p5_m30p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.04 0.10 1.25 0.01 2 0.00 0.00 0.04 -76.13 1489.06
ATLAS_50p5_m30p5_g_SDSS.V0.5.5A.swarp.cut.fits 150.00 0.30 24.81 0.10 1.23 0.02 3 0.00 0.05 0.05 -288.42 1931.93
ATLAS_50p5_m30p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.68 0.10 0.82 0.01 2 0.00 0.07 0.09 -562.04 2283.11
ATLAS_50p5_m30p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.26 0.10 0.76 0.01 2 0.00 0.06 0.09 -289.58 2422.79
ATLAS_50p5_m30p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.96 0.10 1.03 0.01 2 0.00 0.02 0.09 -287.54 2557.24
ATLAS_51p5_m31p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.05 0.10 1.06 0.01 2 0.00 0.00 0.03 -90.13 1424.40
ATLAS_51p5_m31p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.82 0.10 0.62 0.01 2 0.00 0.05 0.04 -341.55 2197.97
ATLAS_51p5_m31p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.68 0.10 0.72 0.01 2 0.00 0.08 0.07 -378.86 2270.57
ATLAS_51p5_m31p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.23 0.10 0.83 0.01 2 0.00 0.07 0.13 -379.75 2411.67
ATLAS_51p5_m31p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.96 0.10 0.71 0.01 2 0.00 0.03 0.11 -299.27 2418.23
ATLAS_51p7_m30p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.04 0.10 1.15 0.01 2 0.00 0.00 0.03 -57.43 1752.11
ATLAS_51p7_m30p5_g_SDSS.V0.5.5A.swarp.cut.fits 150.00 0.30 24.81 0.10 1.35 0.02 3 0.00 0.05 0.04 -255.22 1970.19
ATLAS_51p7_m30p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.68 0.10 0.70 0.01 2 0.00 0.07 0.10 -376.93 2339.52
ATLAS_51p7_m30p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.26 0.10 0.86 0.01 2 0.00 0.06 0.08 -387.36 2367.21
ATLAS_51p7_m30p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.96 0.10 1.17 0.01 2 0.00 0.02 0.09 -295.82 2222.88
ATLAS_52p6_m31p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.05 0.10 0.79 0.01 2 0.00 0.00 0.03 -251.70 1978.01
ATLAS_52p6_m31p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.82 0.10 0.59 0.01 2 0.00 0.07 0.05 -316.01 2207.32
ATLAS_52p6_m31p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.67 0.10 1.05 0.01 2 0.00 0.09 0.07 -352.90 2237.95
ATLAS_52p6_m31p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.23 0.10 0.82 0.01 2 0.00 0.07 0.08 -362.34 2486.57
ATLAS_52p6_m31p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.96 0.10 0.70 0.01 2 0.00 0.03 0.11 -318.27 2439.71
ATLAS_52p8_m30p5_u_SDSS.V0.5.5A.swarp.cut.fits 120.00 0.30 23.04 0.10 1.23 0.01 2 0.00 0.00 0.03 -77.57 1714.72
ATLAS_52p8_m30p5_g_SDSS.V0.5.5A.swarp.cut.fits 100.00 0.30 24.81 0.10 1.11 0.01 2 0.00 0.04 0.06 -290.51 1930.78
ATLAS_52p8_m30p5_r_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.68 0.10 0.73 0.01 2 0.00 0.06 0.06 -341.87 2322.81
ATLAS_52p8_m30p5_i_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 24.26 0.10 0.74 0.01 2 0.00 0.05 0.07 -302.87 2338.33
ATLAS_52p8_m30p5_z_SDSS.V0.5.5A.swarp.cut.fits 90.00 0.30 22.96 0.10 1.03 0.01 2 0.00 0.02 0.07 -343.74 2030.34
