# IMAGENAME e1 e2 V0.5.6A RZP SEEING
OMEGA.2011-09-29T06:46:43.263 -0.0238890 -0.00980756 1 0.000125000 1.25676
OMEGA.2011-08-28T08:30:19.140 -0.00759968 -0.00324450 1 0.0502620 1.03642
OMEGA.2011-08-28T08:32:00.161 -0.00159379 0.000547514 1 0.0531530 1.08248
OMEGA.2011-09-28T07:18:47.597 0.0222052 -0.0108312 1 -0.0405260 0.702076
OMEGA.2011-09-28T07:20:27.578 0.0414416 -0.00269166 1 -0.0383030 0.752120
OMEGA.2012-08-24T08:52:08.830 -0.00497851 0.00590883 0 -0.00868700 1.56964
OMEGA.2012-08-24T08:53:49.030 -0.00260064 0.00218141 1 -0.0159000 1.27604
OMEGA.2011-08-17T09:40:48.447 -0.0701898 0.0134796 1 -0.00254800 0.784125
OMEGA.2011-08-17T09:42:14.878 -0.0445953 0.0311777 1 0.00254800 0.819360
OMEGA.2011-10-27T01:29:35.304 0.0258231 0.0221684 1 0.0176370 1.21846
OMEGA.2011-10-27T01:31:09.295 0.0737189 0.0319272 1 0.0140250 1.32955
OMEGA.2012-10-17T03:23:08.832 -0.0296334 0.00785440 1 -0.0144110 1.27498
OMEGA.2012-10-17T03:24:42.452 -0.0305322 0.0176590 1 -0.0172510 1.15830
OMEGA.2011-11-06T05:16:06.854 0.00128333 0.0206087 1 -0.000819000 0.774478
OMEGA.2011-11-06T05:17:31.754 0.00801008 0.0167615 1 0.000819000 0.719584
OMEGA.2012-08-12T09:06:45.947 0.00745821 -0.00689475 1 -0.00383300 1.13521
OMEGA.2012-08-12T09:08:11.148 -0.0101634 -0.00481008 1 0.00383300 1.01400
OMEGA.2012-09-12T04:52:49.029 0.0172844 -0.00768789 1 -0.000271000 0.754856
OMEGA.2012-09-12T04:54:32.710 0.0163490 0.0115954 1 0.000271000 0.719961
OMEGA.2011-11-13T04:12:15.238 0.00272213 0.0634068 0 -0.0961760 1.69846
OMEGA.2011-11-13T04:13:43.669 0.0119464 0.0761651 0 -0.137496 1.86667
OMEGA.2011-12-04T02:41:02.170 -0.0978658 0.0396966 1 0.102974 0.837757
OMEGA.2011-12-04T02:42:26.961 -0.0579798 0.0248243 1 0.104402 0.818329
OMEGA.2011-12-14T03:17:54.869 -0.0127465 -0.0101543 1 0.0120270 0.832140
OMEGA.2011-12-14T03:19:19.739 -0.0305573 -0.0172330 1 0.0142700 0.934093
OMEGA.2012-06-24T09:36:10.829 -0.0186100 0.0116331 1 0.00116000 0.621318
OMEGA.2012-06-24T09:37:44.889 -0.0300372 0.00619475 1 -0.00116000 0.682236
OMEGA.2011-09-26T03:48:08.806 0.00259803 0.00832756 1 -0.00139900 1.07586
OMEGA.2011-09-26T03:49:33.696 -0.000631717 0.00319982 1 0.00139900 1.02794
OMEGA.2011-11-21T04:01:47.693 -0.00627518 -0.00773175 1 -0.000593000 0.877979
OMEGA.2011-11-21T04:03:13.213 0.00886681 -0.0181582 1 0.000593000 0.868570
OMEGA.2011-12-15T02:13:06.984 0.00979333 0.00189464 1 -0.000335000 0.951740
OMEGA.2011-12-15T02:14:50.525 0.00323740 -0.0118459 1 0.000335000 1.05724
OMEGA.2011-09-26T07:24:59.523 -0.0199149 -0.00453985 1 -0.00150000 0.629552
OMEGA.2011-09-26T07:26:24.374 -0.0100567 -0.0134804 1 0.00150000 0.673427
OMEGA.2011-11-17T04:11:18.588 0.0116223 -0.00729262 1 0.00230800 1.08289
OMEGA.2011-11-17T04:12:52.930 0.000879076 -0.00594649 1 -0.00230800 0.864006
OMEGA.2011-10-20T06:45:43.684 0.00640882 0.0408609 1 -0.000461000 0.902306
OMEGA.2011-10-20T06:47:12.494 0.000123254 0.0493029 1 0.000461000 0.905332
OMEGA.2012-08-15T05:40:50.554 0.0295728 -0.0116160 1 0.00396500 1.10523
OMEGA.2012-08-15T05:42:18.884 0.0132867 -0.0170345 1 -0.00396500 1.20889
OMEGA.2011-10-20T01:49:57.918 0.0114024 0.00672372 1 -0.000916000 0.922818
OMEGA.2011-10-20T01:51:41.568 0.00228217 0.00346725 1 0.000916000 1.05809
OMEGA.2011-11-06T01:20:35.602 -0.0250565 0.000353582 1 0.000176000 0.846004
OMEGA.2011-11-06T01:22:03.653 -0.0142768 -0.00204127 1 -0.000176000 0.710855
OMEGA.2012-08-13T06:38:06.806 0.0269994 0.0205026 1 -0.000644000 1.00332
OMEGA.2012-08-13T06:39:39.916 0.0231628 0.0224240 1 0.000644000 0.929901
OMEGA.2011-10-24T05:08:36.439 0.00534320 0.0151326 1 0.000901000 1.33819
OMEGA.2011-10-24T05:10:02.250 -0.00869755 0.0476217 1 -0.000901000 1.09201
OMEGA.2012-09-10T06:46:35.570 0.00128102 0.00277440 1 0.00302800 1.01951
OMEGA.2012-09-10T06:48:04.480 -0.00270617 -0.000267687 1 -0.00302800 1.26451
OMEGA.2012-09-11T06:13:48.716 -0.00989664 0.00889860 1 -0.00143700 0.763161
OMEGA.2012-09-11T06:15:32.826 -0.0101444 -0.00134079 1 0.00143700 0.713438
OMEGA.2011-12-01T03:27:30.810 -0.00982052 0.0883633 1 -0.000904000 1.22307
OMEGA.2011-12-01T03:28:55.761 -0.0106096 0.0236488 1 0.000904000 1.00753
OMEGA.2011-11-28T03:15:57.474 -0.0162901 0.00110580 1 -0.00900800 1.16239
OMEGA.2011-11-28T03:17:27.274 -0.00470423 0.0125588 1 -0.00227500 1.07469
OMEGA.2012-07-17T08:28:56.051 0.00547563 0.00404834 1 0.00640700 1.14881
OMEGA.2012-07-17T08:30:30.692 0.00401652 0.00304794 0 0.00626200 1.38628
OMEGA.2012-07-24T07:18:01.791 0.0561879 -0.0367458 1 -0.00285300 0.893960
OMEGA.2012-07-24T07:19:35.502 0.0583664 -0.0258627 1 0.00146700 0.994728
OMEGA.2012-01-01T02:01:15.233 -0.0491462 -0.00591730 1 0.00208900 0.694401
OMEGA.2012-01-01T02:02:40.195 0.00661661 -0.00567809 1 -0.00208900 0.708686
OMEGA.2012-09-10T08:16:06.254 0.0181161 -0.00889825 1 0.00235300 1.03530
OMEGA.2012-09-10T08:17:39.224 0.0232494 -0.00421561 1 -0.00235300 1.11332
OMEGA.2011-10-30T05:08:25.476 0.0188879 0.0130180 1 0.000612000 0.926360
OMEGA.2011-10-30T05:10:05.547 0.0321507 0.00448993 1 -0.000612000 0.898562
OMEGA.2011-12-02T03:46:12.414 0.0210379 0.0682900 1 -0.0131730 0.660953
OMEGA.2011-12-02T03:47:37.795 0.000264620 0.0806668 1 -0.0104990 0.693334
OMEGA.2012-08-08T06:33:56.064 0.0348102 -0.00549402 1 0.0135770 1.00960
OMEGA.2012-08-08T06:35:24.684 -0.00395217 0.00797110 1 0.0100950 0.878520
OMEGA.2012-10-15T01:58:02.982 -0.000823636 0.0278890 1 -0.00359300 1.25043
OMEGA.2012-10-15T01:59:36.452 -0.0172054 0.0326850 1 0.00359300 1.24622
OMEGA.2011-11-05T01:11:22.828 -0.0873528 -0.000969412 1 -0.000714000 0.672495
OMEGA.2011-11-05T01:12:48.679 -0.0671607 0.0111019 1 0.000714000 0.712276
OMEGA.2012-08-12T08:00:08.146 -0.00612787 0.00957420 1 -0.000586000 1.32336
OMEGA.2012-08-12T08:01:37.106 0.00216823 0.0163566 1 0.000586000 1.21581
OMEGA.2011-10-21T05:55:37.762 0.0205391 -0.0130366 1 0.000718000 0.852351
OMEGA.2011-10-21T05:57:18.993 0.0313903 -0.00501416 1 -0.000718000 0.879289
OMEGA.2012-07-08T09:03:08.203 -0.0109266 0.0164243 1 0.00709100 0.478325
OMEGA.2012-07-08T09:04:34.673 -0.0279229 -0.00925345 1 -0.00709100 0.496474
OMEGA.2011-10-02T05:55:33.108 0.0282885 -0.0128371 1 0.00128900 0.793665
OMEGA.2011-10-02T05:57:06.559 0.00553457 -0.0467118 1 -0.00128900 0.745506
OMEGA.2011-09-04T03:58:15.558 0.0630008 0.00928474 1 0.000594000 0.694492
OMEGA.2011-09-04T03:59:40.540 0.0550728 0.00598682 1 -0.000594000 0.724465
OMEGA.2011-08-13T07:29:25.712 -0.0140806 0.00460477 1 -0.0211420 0.991042
OMEGA.2011-08-13T07:30:53.133 -0.000711163 0.00968306 1 0.0211420 0.903668
OMEGA.2011-09-06T07:27:45.295 0.0326101 -0.0313311 1 0.0751250 0.796293
OMEGA.2011-09-06T07:29:25.176 0.0351751 -0.0325434 1 0.0773560 0.817952
OMEGA.2012-09-09T04:11:53.214 0.0213044 0.00497378 1 -0.0781250 1.07432
OMEGA.2012-09-09T04:13:34.624 0.0212133 -0.000221381 1 -0.0743560 1.08401
OMEGA.2011-08-18T08:49:50.700 0.0139692 0.0222941 1 0.000803000 1.27316
OMEGA.2011-08-18T08:51:15.530 0.0152647 0.00497241 1 -0.000803000 1.08011
OMEGA.2011-08-26T09:16:06.718 0.151611 -0.00659242 1 0.0312040 1.33948
OMEGA.2011-08-26T09:17:36.629 0.167955 -0.00458370 0 0.0312080 1.43484
OMEGA.2012-09-13T04:17:34.441 -0.0404753 -0.0395825 1 -0.0318790 0.983608
OMEGA.2012-09-13T04:19:05.031 -0.0309182 -0.0317422 1 -0.0305330 0.897163
OMEGA.2011-09-05T03:46:47.182 0.0825748 -0.00677150 1 -0.000737000 0.627497
OMEGA.2011-09-05T03:48:16.082 0.0905226 -0.0174833 1 0.000737000 0.581348
OMEGA.2011-09-27T05:30:12.399 -0.0384805 0.000453226 1 0.0166120 0.818276
OMEGA.2011-09-27T05:31:37.410 -0.0261738 -0.00518983 1 0.0136770 0.896898
OMEGA.2011-09-27T07:26:48.308 -0.0140633 0.00132239 1 -0.0151990 0.685431
OMEGA.2011-09-27T07:28:13.288 -0.0144297 0.00683578 1 -0.0150900 0.669125
OMEGA.2011-08-26T08:07:26.838 0.00393719 -0.0191893 1 0.0603290 0.691433
OMEGA.2011-08-26T08:09:11.010 0.00755388 -0.0141880 1 0.0602170 0.731766
OMEGA.2012-11-13T03:33:04.480 -0.00189435 -0.00453524 0 -0.0582220 1.17038
OMEGA.2012-11-13T03:34:44.390 -0.0108974 -0.00940221 1 -0.0623240 1.03976
OMEGA.2011-08-23T07:46:04.894 -0.0326812 0.0354431 1 0.00127200 0.893852
OMEGA.2011-08-23T08:29:44.911 -0.0294957 0.0390559 1 -0.00316200 0.974675
OMEGA.2011-08-23T08:31:09.591 0.00593527 0.0127876 0 0.00189000 1.18164
OMEGA.2012-10-17T02:27:58.753 -0.0119994 0.0421628 1 -0.000345000 1.07405
OMEGA.2012-10-17T02:29:28.513 -0.00479367 0.0174638 1 0.000345000 1.12037
OMEGA.2011-11-30T03:53:46.534 -0.00224182 0.0172838 1 -0.00190300 0.887011
OMEGA.2011-11-30T03:55:11.565 -0.103937 0.0554147 1 0.00190300 1.20985
OMEGA.2011-10-31T01:00:52.414 0.000442960 -0.0104326 1 -0.000609000 0.903452
OMEGA.2011-10-31T01:02:17.235 0.00903868 -0.00488588 1 0.000609000 0.712740
OMEGA.2012-07-22T07:49:26.944 0.00670774 -0.0216282 1 -0.00144900 0.851347
OMEGA.2012-07-22T07:51:07.804 -0.00864497 -0.0434821 1 0.00144900 0.951588
OMEGA.2011-11-04T01:29:29.168 -0.0245029 -0.0105310 1 -0.00167700 0.559806
OMEGA.2011-11-04T01:30:54.989 -0.00139683 -0.0214834 1 0.00167700 0.517982
OMEGA.2011-10-27T01:36:41.758 0.0304101 0.0127954 1 0.0137530 1.47741
OMEGA.2011-10-27T01:38:16.750 0.0190329 0.00634492 0 0.0128480 1.88774
OMEGA.2012-10-17T03:32:18.683 -0.0322256 0.00743483 1 -0.0154970 1.03459
OMEGA.2012-10-17T03:33:51.403 -0.0476128 0.0337722 1 -0.0111040 1.33573
OMEGA.2011-11-06T05:24:10.149 -0.000234931 0.0204978 1 0.000388000 0.723987
OMEGA.2011-11-06T05:25:35.969 0.0246344 0.00526829 1 -0.000388000 0.674760
OMEGA.2012-08-12T09:12:01.738 0.000900644 -0.0121482 1 -0.00106100 0.991638
OMEGA.2012-08-12T09:13:28.369 -0.0112850 -0.00203441 1 0.00106100 0.929138
OMEGA.2012-09-12T05:03:21.370 0.0294266 0.00429171 1 -0.000519000 0.712552
OMEGA.2012-09-12T05:05:05.971 0.0304678 -0.00158611 1 0.000519000 0.722885
OMEGA.2011-11-13T04:18:05.952 -0.0154779 0.0686135 0 -0.113208 2.32680
OMEGA.2011-11-13T04:19:35.463 0.00956433 0.0700819 0 -0.153101 2.06677
OMEGA.2011-12-04T02:49:10.015 0.00803770 0.0378327 1 0.111159 0.696860
OMEGA.2011-12-04T02:50:35.846 -0.00702987 0.0218629 1 0.109812 0.653567
OMEGA.2011-12-14T03:28:00.385 -0.00955214 0.00304163 1 0.0231040 0.744592
OMEGA.2011-12-14T03:29:29.685 -0.0226921 -0.0334740 1 0.0222340 0.715341
OMEGA.2011-09-30T07:16:32.536 0.0457916 0.00536701 1 0.000785000 0.595589
OMEGA.2011-09-30T07:18:06.407 0.0426781 0.0170727 1 -0.000785000 0.594054
OMEGA.2011-08-21T07:57:45.728 -0.00551036 -0.000787196 1 0.00229700 0.709741
OMEGA.2011-08-21T07:59:12.049 -0.00851958 -0.00454581 1 0.00461200 0.782136
OMEGA.2011-08-21T08:53:44.991 0.00452970 -0.00437429 1 -0.00521200 0.649371
OMEGA.2011-08-21T08:55:09.702 0.00635142 -0.0101742 1 -0.00169700 0.724233
OMEGA.2011-09-29T06:48:08.354 -0.0135882 -0.0111274 1 0.000664000 1.03682
OMEGA.2011-09-29T06:49:33.084 -0.0472700 -0.00774337 1 -0.000664000 1.52814
OMEGA.2011-08-28T08:33:43.792 0.00731949 -0.0117800 1 0.0564660 1.18006
OMEGA.2011-08-28T08:35:25.433 0.00415046 -0.00828727 1 0.0527640 0.917119
OMEGA.2011-09-28T07:22:07.519 0.0192357 -0.00858153 1 -0.0346810 0.723423
OMEGA.2011-09-28T07:23:51.380 0.0163529 -0.0129515 1 -0.0373320 0.776863
OMEGA.2012-08-24T08:59:57.181 0.00402468 -0.00585035 0 -0.0123510 1.33937
OMEGA.2012-08-24T09:01:42.482 0.00585207 -0.00526080 1 -0.0248670 1.05953
OMEGA.2011-08-17T09:43:39.669 -0.0515284 -0.00101575 1 0.00136900 0.717892
OMEGA.2011-08-17T09:45:08.599 -0.0721011 0.0116947 1 -0.00136900 0.719816
OMEGA.2012-06-24T09:39:49.379 -0.0328439 0.0104710 1 0.000194000 0.615180
OMEGA.2012-06-24T09:41:19.709 -0.0280739 0.0153367 1 -0.000194000 0.609690
OMEGA.2011-09-26T03:51:03.798 0.0167029 0.0199981 1 -0.000734000 1.20617
OMEGA.2011-09-26T03:52:29.108 0.0105766 -0.000415749 1 0.000734000 1.16182
OMEGA.2011-11-21T04:05:04.044 -0.00687172 -0.00428140 1 0.000119000 0.800398
OMEGA.2011-11-21T04:06:33.495 0.0108003 0.00149461 1 -0.000119000 0.823135
OMEGA.2011-12-15T02:17:29.026 0.00818136 -0.0103092 1 0.000312000 0.946677
OMEGA.2011-12-15T02:19:10.337 0.00735676 -0.00269854 1 -0.000312000 1.04416
OMEGA.2011-09-26T07:27:49.855 0.0170260 0.00180453 1 -0.00157600 0.707986
OMEGA.2011-09-26T07:29:15.465 -0.0278954 -0.0242030 1 0.00157600 0.711251
OMEGA.2011-11-17T04:14:50.891 -0.00259197 0.00341061 1 0.00460100 1.11074
OMEGA.2011-11-17T04:16:20.741 -0.00471997 -0.0107034 1 -0.00460100 1.13767
OMEGA.2011-10-20T06:49:04.835 -0.0249261 0.00427840 1 -0.00114200 0.923687
OMEGA.2011-10-20T06:50:30.457 -0.0368411 0.0206845 1 0.00114200 0.974023
OMEGA.2012-08-15T05:44:15.635 0.0195292 -0.0115791 1 -0.00232900 1.17642
OMEGA.2012-08-15T05:45:44.985 0.0180526 -0.00750383 1 0.00232900 1.10599
OMEGA.2011-10-20T01:53:45.629 0.0213806 -0.00354949 1 -0.000579000 1.00261
OMEGA.2011-10-20T01:55:29.360 0.0113111 -0.00404288 1 0.000579000 0.939209
OMEGA.2011-11-06T01:23:56.094 -0.0128125 -0.00177764 1 -0.000685000 0.863046
OMEGA.2011-11-06T01:25:24.576 -0.0179640 -0.00992638 1 0.000685000 0.847908
OMEGA.2011-11-28T03:19:28.055 -0.0136731 0.00288941 1 -0.00730200 1.01225
OMEGA.2011-11-28T03:21:00.326 -0.0148039 -0.00410670 1 -0.00636000 1.21004
OMEGA.2012-07-17T08:32:31.582 0.00830063 0.00894498 1 0.00816700 1.13893
OMEGA.2012-07-17T08:34:01.803 -0.00323171 0.00885988 1 0.00931600 1.23778
OMEGA.2012-07-24T07:21:37.712 0.0454344 -0.0397137 1 -0.00192200 1.02137
OMEGA.2012-07-24T07:23:09.203 0.0672594 -0.0226460 1 -0.00189800 1.12979
OMEGA.2012-01-01T02:04:39.876 -0.0447670 -0.0247360 1 0.00390200 0.713664
OMEGA.2012-01-01T02:06:08.516 -0.0307085 0.0218521 1 -0.00390200 0.674590
OMEGA.2012-09-10T08:19:39.774 0.0194212 -0.00377342 1 -0.000146000 1.01215
OMEGA.2012-09-10T08:21:12.254 0.0326027 -0.000360334 1 0.000146000 1.00055
OMEGA.2011-10-30T05:12:11.048 0.0317242 0.00652937 1 0.00103400 0.881266
OMEGA.2011-10-30T05:13:51.579 0.0202732 0.00760205 1 -0.00103400 0.894512
OMEGA.2011-12-02T03:49:23.485 0.0263122 0.122400 1 -0.00948400 0.651938
OMEGA.2011-12-02T03:50:52.197 0.00432627 0.0975098 1 -0.00847700 0.695253
OMEGA.2012-08-08T06:37:35.564 -0.000262694 0.0123231 1 0.00811600 0.886705
OMEGA.2012-08-08T06:39:00.524 0.0191729 -0.00312087 1 0.00984400 0.914993
OMEGA.2012-10-15T02:01:37.893 -0.00745191 0.0119356 1 0.00269100 1.20708
OMEGA.2012-10-15T02:03:07.843 -0.0102501 0.0300703 1 -0.00269100 1.29673
OMEGA.2011-11-05T01:14:40.200 -0.163111 -0.0319508 1 0.000691000 0.810380
OMEGA.2011-11-05T01:16:05.041 -0.0901072 -0.0158832 1 -0.000691000 0.736417
OMEGA.2012-08-12T08:03:50.747 -0.00516013 0.00107311 1 -0.00130000 1.11723
OMEGA.2012-08-12T08:05:15.868 0.0142576 0.00589980 1 0.00130000 1.07985
OMEGA.2011-10-21T05:59:23.624 0.0125536 -0.0128379 1 0.00146400 0.806398
OMEGA.2011-10-21T06:01:08.365 0.00537663 -0.0182793 1 -0.00146400 0.833838
OMEGA.2012-07-08T09:06:46.883 -0.0276690 -0.00238417 1 0.00455600 0.467784
OMEGA.2012-07-08T09:08:16.083 -0.0129353 0.00436718 1 -0.00455600 0.486847
OMEGA.2012-08-13T06:44:31.217 0.0211511 0.0129954 1 -8.00000e-06 1.17711
OMEGA.2012-08-13T06:46:03.967 0.0326673 0.0110243 1 8.00000e-06 1.21152
OMEGA.2011-10-24T05:14:19.393 -0.0188936 0.0282212 1 -0.000701000 1.11363
OMEGA.2011-10-24T05:15:46.674 0.0384596 0.0319164 1 0.000701000 1.04665
OMEGA.2012-09-10T06:57:34.982 -0.0103773 0.00614199 1 -3.50000e-05 1.00477
OMEGA.2012-09-10T06:59:06.742 -0.0198824 0.0184744 1 3.50000e-05 0.926595
OMEGA.2012-09-11T06:20:09.627 -0.00586613 0.000509354 1 0.000200000 0.787353
OMEGA.2012-09-11T06:21:59.647 0.00915002 -0.00742533 1 -0.000200000 0.774892
OMEGA.2011-12-01T03:31:51.683 -0.00751636 0.0311636 1 0.00325500 1.04785
OMEGA.2011-12-01T03:33:22.714 -0.00925624 0.0378257 1 -0.00325500 1.61431
OMEGA.2011-10-02T05:58:37.289 -0.00351321 0.00111504 1 0.000351000 0.792629
OMEGA.2011-10-02T06:00:06.790 0.0207319 -0.0194912 1 -0.000351000 0.786355
OMEGA.2011-09-04T04:01:10.100 0.0507656 -0.00908108 1 -0.00117500 0.726883
OMEGA.2011-09-04T04:02:37.901 0.0633197 -0.00649791 1 0.00117500 0.723851
OMEGA.2011-08-13T07:32:22.093 -0.0155039 0.0132829 1 0.000494000 0.951013
OMEGA.2011-08-13T07:33:47.025 -0.0243241 0.0189429 1 -0.000494000 0.901735
OMEGA.2011-09-06T07:31:05.667 0.0337041 -0.0338013 1 0.0792730 0.755055
OMEGA.2011-09-06T07:32:50.198 0.0348207 -0.0359520 1 0.0774680 0.732132
OMEGA.2012-09-09T04:15:55.094 0.0153929 0.00897143 1 -0.0768190 0.956086
OMEGA.2012-09-09T04:17:35.344 0.0210600 0.000786809 1 -0.0799220 0.901153
OMEGA.2011-08-18T08:52:44.102 0.0334305 0.0207562 1 -0.000601000 0.900724
OMEGA.2011-08-18T08:54:08.552 0.0183724 0.0223735 1 0.000601000 0.865965
OMEGA.2011-08-26T09:19:07.290 0.169928 -0.00809727 1 0.0334030 1.38830
OMEGA.2011-08-26T09:20:40.981 0.136864 -0.00848147 1 0.0331690 1.37794
OMEGA.2012-09-13T04:24:01.932 -0.0829157 -0.00184541 1 -0.0318080 0.918379
OMEGA.2012-09-13T04:25:33.042 -0.0209992 0.00372171 1 -0.0347640 0.718977
OMEGA.2011-09-05T03:49:41.464 0.104759 -0.0112570 1 4.60000e-05 0.599286
OMEGA.2011-09-05T03:51:07.614 0.0926545 -0.00532262 1 -4.60000e-05 0.612063
OMEGA.2011-09-27T05:33:03.241 -0.0653336 -0.0194630 0 0.0130660 1.13220
OMEGA.2011-09-27T05:34:31.962 -0.0333481 0.00389163 1 0.0116340 1.01514
OMEGA.2011-09-27T07:29:38.180 -0.0213639 -0.0121157 1 -0.0126230 0.708481
OMEGA.2011-09-27T07:31:06.900 -0.0213488 -0.0178043 1 -0.0120770 0.722075
OMEGA.2011-08-26T08:10:51.690 0.0110482 -0.0200326 1 0.0638410 0.728184
OMEGA.2011-08-26T08:12:31.661 0.00844749 -0.0190882 1 0.0620910 0.725050
OMEGA.2012-11-13T03:36:55.301 -0.0133494 -0.0117482 1 -0.0616960 1.03492
OMEGA.2012-11-13T03:38:38.771 -0.00961818 -0.00906667 1 -0.0642360 1.07338
OMEGA.2011-08-23T08:32:34.602 -0.000258497 0.0188644 1 -0.00113700 1.07647
OMEGA.2011-08-23T08:34:03.383 -0.0103847 0.0102230 1 0.00113700 1.03506
OMEGA.2012-10-17T02:31:36.553 0.0199418 0.0235278 1 -0.00399800 1.10179
OMEGA.2012-10-17T02:33:10.113 0.0102658 0.00691389 1 0.00399800 1.04640
OMEGA.2011-11-30T03:56:55.696 0.0223508 -0.00824328 1 0.00368500 0.883488
OMEGA.2011-11-30T03:58:20.596 -0.0316709 0.000263369 1 -0.00368500 0.825997
OMEGA.2011-10-31T01:04:02.266 0.0284637 0.00183319 1 0.000600000 0.712574
OMEGA.2011-10-31T01:05:27.137 0.0306820 -0.0126792 1 -0.000600000 0.713125
OMEGA.2012-07-22T07:53:35.085 -0.00744180 -0.0410539 1 -0.00113400 0.913744
OMEGA.2012-07-22T07:55:19.595 0.0158228 -0.0395614 1 0.00113400 0.912395
OMEGA.2011-11-04T01:32:52.860 0.00948721 -0.0245059 1 -0.000319000 0.643591
OMEGA.2011-11-04T01:34:19.991 0.00949514 -0.0359084 1 0.000319000 0.536413
OMEGA.2011-09-30T07:19:36.308 0.0375741 0.000435470 1 -0.000483000 0.594623
OMEGA.2011-09-30T07:21:06.349 0.0422216 -0.00565803 1 0.000483000 0.593098
OMEGA.2011-08-21T08:00:37.030 -0.00940614 -0.00661081 1 0.00369400 0.802844
OMEGA.2011-08-21T08:02:05.761 -0.00813528 0.00705722 1 0.00250100 0.735205
OMEGA.2011-08-21T08:56:35.343 -0.0173006 -0.00887077 1 -0.00339300 0.776590
OMEGA.2011-08-21T08:58:04.084 -0.00375378 -0.00386936 1 -0.00280300 0.895220
OMEGA.2011-09-29T06:51:01.796 -0.0297620 0.0142303 1 0.00134500 0.873740
OMEGA.2011-09-29T06:52:27.356 -0.0305809 -0.0214471 1 -0.00134500 1.06328
OMEGA.2011-08-28T08:37:07.704 0.000864287 -0.00474552 1 0.0472980 0.900226
OMEGA.2011-08-28T08:38:51.585 -0.00289889 0.00191568 1 0.0577670 0.966802
OMEGA.2011-09-28T07:25:33.981 0.0116933 -0.0129456 1 -0.0304800 0.781343
OMEGA.2011-09-28T07:27:17.282 0.00720747 -0.00460901 1 -0.0362130 0.794571
OMEGA.2012-08-24T09:03:59.701 -0.00454664 0.00857641 1 -0.0186140 1.14356
OMEGA.2012-08-24T09:05:41.262 -0.00433417 -0.00603693 0 -0.0197590 1.25340
OMEGA.2011-08-17T09:46:33.421 -0.0851205 0.0404710 1 0.00133400 0.775540
OMEGA.2011-08-17T09:48:01.862 -0.0529007 0.0361042 1 -0.00133400 0.791288
OMEGA.2011-10-27T01:40:45.231 -0.0130361 0.000821180 0 0.0123240 1.95890
OMEGA.2011-10-27T01:42:15.372 -0.0257939 -0.00759513 0 0.0184080 1.89703
OMEGA.2012-10-17T03:36:07.863 -0.0250580 0.00757034 1 -0.0146110 1.26848
OMEGA.2012-10-17T03:37:38.794 -0.0901981 0.000393833 1 -0.0161200 1.15114
OMEGA.2011-11-06T05:27:30.190 -0.0173368 0.00688342 1 -0.00130900 0.628703
OMEGA.2011-11-06T05:28:58.241 0.0400950 0.0182556 1 0.00130900 0.640561
OMEGA.2012-08-12T09:15:31.719 -0.0104915 -0.00959183 1 0.00149200 1.03913
OMEGA.2012-08-12T09:17:05.009 -0.00346583 -0.00375046 1 -0.00149200 1.08498
OMEGA.2012-09-12T05:07:36.091 0.0283312 0.00607892 1 -0.00199200 0.707950
OMEGA.2012-09-12T05:09:16.671 0.0184702 0.0123209 1 0.00199200 0.719857
OMEGA.2011-11-13T04:21:19.854 -0.00821009 0.104914 0 -0.105146 2.25820
OMEGA.2011-11-13T04:22:44.635 -0.00348846 0.0900558 0 -0.146404 2.24043
OMEGA.2011-12-04T02:53:29.498 -0.00114188 -0.00276123 1 0.104147 0.640200
OMEGA.2011-12-04T02:54:58.179 0.00391813 0.0338502 1 0.107310 0.659657
OMEGA.2011-12-14T03:32:27.367 -0.0162950 -0.0277688 1 0.0213180 0.725202
OMEGA.2011-12-14T03:33:56.288 -0.0218590 -0.0110776 1 0.0187760 0.782814
OMEGA.2012-06-24T09:43:24.299 -0.0365178 -0.00190603 1 0.000321000 0.610099
OMEGA.2012-06-24T09:44:54.369 -0.0284762 -0.000399823 1 -0.000321000 0.646554
OMEGA.2011-09-26T03:53:58.739 0.00580308 0.00535879 1 -0.00141800 1.21619
OMEGA.2011-09-26T03:55:23.620 0.0371853 0.0106584 1 0.00141800 1.28048
OMEGA.2011-11-21T04:08:20.046 -0.0125558 0.00262553 1 -0.000243000 0.844155
OMEGA.2011-11-21T04:09:47.427 -0.00698024 -0.0239805 1 0.000243000 0.854650
OMEGA.2011-12-15T02:21:29.978 0.0154030 -0.00793278 1 0.000904000 1.03296
OMEGA.2011-12-15T02:23:10.220 0.00908542 -0.0177840 1 -0.000904000 1.01892
OMEGA.2011-09-26T07:30:44.336 -0.0188113 0.00452622 1 0.00156600 0.700742
OMEGA.2011-09-26T07:32:09.197 -0.0174472 -0.00701247 1 -0.00156600 0.616311
OMEGA.2011-11-17T04:18:21.293 0.00565274 -0.00447026 1 -0.00226800 0.979182
OMEGA.2011-11-17T04:19:51.264 0.0140518 -0.00169239 1 0.00226800 0.916944
OMEGA.2011-10-20T06:52:24.128 -0.0291723 0.0315469 1 -0.000805000 0.865659
OMEGA.2011-10-20T06:53:49.959 -0.0115171 0.0249251 1 0.000805000 0.922569
OMEGA.2012-08-15T05:47:39.785 0.00542458 -0.0107744 1 -0.00111600 1.18484
OMEGA.2012-08-15T05:49:05.686 0.0205304 -0.0142848 1 0.00111600 1.18835
